web-scraper-order,web-scraper-start-url,Chaussure,Chaussure-href,type_chaussure,prix,adresse,Image-src
"1739308848-3542","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-270-react-3053445","Baskets Nike Air Max 270 React","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053445_uploaded_image1_1618173105.jpg"
"1739308850-3543","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-3053448","Baskets Nike Air Max","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053448_uploaded_image1_1618173225.jpg"
"1739308853-3544","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-270-react-3053451","Baskets Nike Air Max 270 React","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053451_uploaded_image1_1618173263.jpg"
"1739308855-3545","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-one-3053456","Baskets Nike Air Force One","20 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3421912_uploaded_image1_1636078702.jpg"
"1739308857-3546","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3053580","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308860-3547","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3054765","Baskets Adidas gazelle","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5153216_uploaded_image1_1737841359.jpg"
"1739308862-3548","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3055363","Baskets Jordan","30 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5071859_uploaded_image1_1733154927.jpg"
"1739308865-3549","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-skechers-3057850","Chaussures homme Skechers","30 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3057850_uploaded_image1_1618353132.jpg"
"1739308867-3550","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af1-3058592","Baskets Nike Af1 354","25 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3364082_uploaded_image1_1633178273.jpg"
"1739308870-3551","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3058891","Chaussures homme","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5152563_uploaded_image1_1737805034.jpg"
"1739308872-3552","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-3058983","Babouches homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787705_uploaded_image1_1717958093.jpg"
"1739308874-3553","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-3059572","Baskets Nike Air force 1","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4161081_uploaded_image1_1680537623.jpg"
"1739308877-3554","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louboutin-3059655","Chaussures","25 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3511118_uploaded_image1_1641428391.jpg"
"1739308879-3555","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balmain-3060166","Chaussures Balmain","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3060166_uploaded_image1_1618440561.jpg"
"1739308882-3556","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-fendi-3060395","Chaussures Fendi","45 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3060395_uploaded_image1_1618455156.jpg"
"1739308884-3557","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3060399","Chaussures homme","40 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808863_uploaded_image1_1719262369.jpg"
"1739308886-3558","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3060566","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308889-3559","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3060720","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308891-3560","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3060908","Chaussures  Air Jordan","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"
"1739308893-3561","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3061044","Baskets Nike Zoom","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5118064_uploaded_image1_1735933768.jpg"
"1739308896-3562","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3061291","Chaussures homme","25 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138404_uploaded_image1_1737043207.jpg"
"1739308898-3563","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3061460","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739308902-3564","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3062342","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308904-3565","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-skechers-3063151","Chaussures Skechers","30 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3063151_uploaded_image1_1618580922.jpg"
"1739308906-3566","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3063217","Chaussures orthopédiques","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3081469_uploaded_image1_1619459355.jpg"
"1739308909-3567","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-3064078","Baskets Air Jordan One Nike","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3719047_uploaded_image1_1654006164.jpg"
"1739308911-3568","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-one-3064099","Baskets Air Jordan One","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3064099_uploaded_image1_1618619806.jpg"
"1739308913-3569","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-3064963","Baskets Nike Air force 1","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4161081_uploaded_image1_1680537623.jpg"
"1739308916-3570","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-3065051","Baskets Dior","45 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3065079_uploaded_image1_1618671908.jpg"
"1739308919-3571","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-3065079","Baskets Dior","45 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3065079_uploaded_image1_1618671908.jpg"
"1739308921-3572","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-femme-3065172","Chaussures homme","35 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4032073_uploaded_image2_1672748053.jpeg"
"1739308923-3573","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-yeezy-700-3065481","Baskets Adidas Yeezy 700 V3 Azael","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4124310_uploaded_image1_1678211795.jpg"
"1739308926-3574","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-3065498","Chaussures cuir  homme","25 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4934880_uploaded_image1_1725869021.jpg"
"1739308928-3575","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-3066351","Sandales cuir homme","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723893_uploaded_image1_1654196132.jpg"
"1739308931-3576","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-3066356","Sandales cuir homme","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723893_uploaded_image1_1654196132.jpg"
"1739308933-3577","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3067298","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308935-3578","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3067302","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308938-3579","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3067304","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308940-3580","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3068104","Chaussures homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4705168_uploaded_image1_1713797424.jpg"
"1739308943-3581","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-stan-smith-3069107","Baskets Stan Smith","15 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3069107_uploaded_image2_1618875356.jpeg"
"1739308945-3582","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3070183","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739308948-3583","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-3070709","Babouches","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3773163_uploaded_image1_1657028843.jpg"
"1739308950-3584","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-3071132","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166529_uploaded_image2_1738570827.jpeg"
"1739308953-3585","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-3071622","Baskets Nike Air Force 1","12 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4086697_uploaded_image1_1675876900.jpg"
"1739308956-3586","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-calvin-klein-3071762","Chaussures Calvin Klein","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3071762_uploaded_image1_1619003763.jpg"
"1739308958-3587","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3071906","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739308960-3588","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3071922","Baskets Air Jordan X Travis Scott","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131158_uploaded_image1_1736681825.jpg"
"1739308963-3589","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3071929","Chaussures  Air Jordan","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"
"1739308965-3590","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-force-one-3072548","Chaussures Nike Air Force One","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4605900_uploaded_image1_1708586934.jpg"
"1739308968-3591","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-3072554","Chaussures homme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5165861_uploaded_image1_1738523279.jpg"
"1739308970-3592","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-3073065","Chaussures Jordan","5 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3073065_uploaded_image1_1619042632.jpg"
"1739308973-3593","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-3073069","Chaussures Sebago","6 500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3073069_uploaded_image1_1619042713.jpg"
"1739308975-3594","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-adidas-yeezy-350-3073182","Sandales Adidas Yeezy 350","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3073182_uploaded_image1_1619046830.jpg"
"1739308977-3595","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3073881","Chaussures  Air Jordan","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"
"1739308980-3596","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3073942","Chaussures  Air Jordan","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"
"1739308982-3597","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3073946","Baskets Nike Zoom","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5118064_uploaded_image1_1735933768.jpg"
"1739308985-3598","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-et-femmes-3074438","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4047466_uploaded_image1_1673562366.jpg"
"1739308987-3599","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3074467","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739308990-3600","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3074494","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739308992-3601","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3074501","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739308995-3602","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3074518","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739308997-3603","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3074539","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309000-3604","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3074549","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309002-3605","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-homme-3074756","Boots homme","35 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3849993_uploaded_image1_1661670696.jpg"
"1739309005-3606","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-3075202","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166529_uploaded_image2_1738570827.jpeg"
"1739309007-3607","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-3075376","Babouches homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3773158_uploaded_image1_1657028663.jpg"
"1739309010-3608","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-3075509","Sandales homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4932549_uploaded_image1_1725710116.jpg"
"1739309012-3609","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3075524","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309015-3610","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3075532","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309017-3611","https://sn.coinafrique.com/categorie/chaussures-homme?page=77","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3075560","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309026-3612","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3075564","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309028-3613","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3075873","Chaussures  Air Jordan","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"
"1739309031-3614","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/t-shirt-homme-3075910","T-shirt  homme","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3075910_uploaded_image1_1619173247.jpg"
"1739309033-3615","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3076700","Chaussures orthopédiques","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3081469_uploaded_image1_1619459355.jpg"
"1739309036-3616","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3077595","Baskets Adidas gazelle","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5153216_uploaded_image1_1737841359.jpg"
"1739309038-3617","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3077596","Baskets Adidas gazelle","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5153216_uploaded_image1_1737841359.jpg"
"1739309041-3618","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3077597","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309043-3619","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3077599","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309046-3620","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-3078572","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166529_uploaded_image2_1738570827.jpeg"
"1739309048-3621","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-star-3078699","Chaussures All Star","8 500 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3078699_uploaded_image1_1619305702.jpg"
"1739309051-3622","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3078710","Chaussures homme","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172316_uploaded_image1_1681218820.jpg"
"1739309053-3623","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabes-clarks-3078755","Chaussures Wallabess et Clarks","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3144888_uploaded_image1_1622550970.jpg"
"1739309056-3624","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabees-clarks-3078758","Chaussures Wallabess et Clarks","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3144888_uploaded_image1_1622550970.jpg"
"1739309069-3625","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-3078844","Chaussures homme","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172316_uploaded_image1_1681218820.jpg"
"1739309074-3626","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-homme-3079128","Sandales cuir homme","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723893_uploaded_image1_1654196132.jpg"
"1739309085-3627","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-3079169","Babouches Super Royal","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218153_uploaded_image1_1684242341.jpg"
"1739309091-3628","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3079223","Baskets Nike Zoom","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5118064_uploaded_image1_1735933768.jpg"
"1739309098-3629","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3079691","Baskets Dior homme","30 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4356367_uploaded_image1_1693409190.jpg"
