web-scraper-order,web-scraper-start-url,Chaussure,Chaussure-href,type_chaussure,prix,adresse,Image-src
"1739309113-3630","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-720-3079982","Baskets Nike Air 720","15 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3079982_uploaded_image1_1619391445.jpg"
"1739309123-3631","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-homme-3080517","Chaussures homme","18 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4058023_uploaded_image1_1674215228.jpg"
"1739309135-3632","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-3080521","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166529_uploaded_image2_1738570827.jpeg"
"1739309144-3633","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3081176","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309150-3634","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3081178","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309159-3635","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3081181","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309168-3636","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3081458","Baskets Nike TN","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4992131_uploaded_image1_1728862310.jpg"
"1739309173-3637","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3081469","Chaussures orthopédiques","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3081469_uploaded_image1_1619459355.jpg"
"1739309178-3638","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-plus-3081483","Baskets Nike Air Max Plus","20 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3081483_uploaded_image1_1619459896.jpg"
"1739309181-3639","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3081791","Baskets Air","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4089839_uploaded_image1_1676047841.jpg"
"1739309184-3640","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-3082170","Sandales cuir homme","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723893_uploaded_image1_1654196132.jpg"
"1739309186-3641","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3082891","Chaussures homme","16 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3082891_uploaded_image2_1619532348.jpeg"
"1739309189-3642","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3083294","Chaussures hommes","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3917239_uploaded_image1_1665587031.jpg"
"1739309191-3643","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3083599","Baskets Adidas gazelle","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5153216_uploaded_image1_1737841359.jpg"
"1739309194-3644","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3083697","Chaussures homme","7 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968953_uploaded_image1_1668680910.jpg"
"1739309196-3645","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3084056","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309199-3646","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3084770","Chaussures homme","18 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4757238_uploaded_image1_1716417504.jpg"
"1739309201-3647","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-3085323","Sandales homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4932549_uploaded_image1_1725710116.jpg"
"1739309204-3648","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3085802","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309206-3649","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabees-3085803","Chaussures Wallabies Clarks","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4198227_uploaded_image1_1683023337.jpg"
"1739309208-3650","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3085805","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309211-3651","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086022","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739309213-3652","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-nike-3086621","Baskets Nike Air Force","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4874103_uploaded_image1_1722626634.jpg"
"1739309216-3653","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086677","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739309218-3654","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086682","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739309221-3655","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086691","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739309223-3656","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086695","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739309226-3657","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086799","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739309228-3658","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3086818","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739309231-3659","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-3087150","Babouches homme","12 000 CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222518_uploaded_image1_1626019279.jpg"
"1739309233-3660","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-stan-smith-3087261","Baskets Adidas Stan Smith","7 000 CFA","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087261_uploaded_image1_1619727709.jpg"
"1739309236-3661","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/souliers-en-cuir-3087268","Souliers en cuir","10 000 CFA","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087268_uploaded_image1_1619727895.jpg"
"1739309238-3662","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-homme-3087330","Babouches homme","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4794171_uploaded_image1_1718289849.jpg"
"1739309240-3663","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3087473","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166529_uploaded_image2_1738570827.jpeg"
"1739309243-3664","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3087861","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309245-3665","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3087864","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739309248-3666","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-3087865","Mocassins homme","13 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130424_uploaded_image1_1678564334.jpg"
"1739309250-3667","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-noir-homme-3087866","Mocassins homme","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3661979_uploaded_image1_1650456789.jpg"
"1739309252-3668","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-3087873","Babouches Super Royal","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218153_uploaded_image1_1684242341.jpg"
"1739309255-3669","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-3087876","Babouches Super Royal","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218153_uploaded_image1_1684242341.jpg"
"1739309257-3670","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-3087881","Babouches Super Royal","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218153_uploaded_image1_1684242341.jpg"
"1739309260-3671","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3087979","Chaussures homme","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5152563_uploaded_image1_1737805034.jpg"
"1739309262-3672","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3088025","Chaussures homme","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5152563_uploaded_image1_1737805034.jpg"
"1739309264-3673","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-3088029","Sandales cuir homme","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3723893_uploaded_image1_1654196132.jpg"
"1739309267-3674","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabees-3088159","Chaussures Wallabies Clarks","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4198227_uploaded_image1_1683023337.jpg"
"1739309269-3675","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-marocaines-3088679","Babouches en cuir","10 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046036_uploaded_image1_1731695505.jpg"
"1739309271-3676","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabees-homme-3088990","Wallabees homme","18 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088995_uploaded_image1_1619826601.jpg"
"1739309274-3677","https://sn.coinafrique.com/categorie/chaussures-homme?page=76","favorite_border3années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabees-homme-3088995","Wallabees homme","18 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088995_uploaded_image1_1619826601.jpg"
